Pair,Average_Rating,[All_Ratings]
squid~star_fish,3.18,[1 4.9 5.4 2.3 2.3]
squid~whale,2.56,[3.4 3.8 2.2 1 2.4]
squirrel~alligator,1.34,[2.4 1 1.3 1 1]
squirrel~badger,1.98,[1 3.3 1 1.7 2.9]
squirrel~beetle,1.5,[2 1.4 1.3 1 1.8]
squirrel~bird,2.04,[1 1 1 2.9 4.3]
squirrel~butterfly,1.22,[1 1.9 1.2 1 1]
squirrel~camel,1.26,[1 1.9 1.1 1.3 1]
squirrel~chipmunk,4.94,[5.3 2.2 5.1 6.6 5.5]
squirrel~clown_fish,1.22,[1.9 1 1.2 1 1]
squirrel~dolphin,1.34,[2.3 1 1.3 1.1 1]
squirrel~elephant,1.6,[1.2 1.2 1.3 3.3 1]
squirrel~fox,3.3,[3 5.4 4.4 1 2.7]
squirrel~frog,1.34,[1.3 1.7 1 1 1.7]
squirrel~goat,1.28,[1 1.6 1 1 1.8]
squirrel~goldfish,1,[1 1 1 1 1]
squirrel~goose,2.1,[3.3 2 2.5 1 1.7]
squirrel~gopher,3.16,[1 3 4.5 3.2 4.1]
squirrel~guinea_pig,3.7,[1.1 4.9 5.4 2 5.1]
squirrel~hamster,4.24,[5.1 4.8 5.4 1.2 4.7]
squirrel~kangaroo,1.16,[1.4 1 1.4 1 1]
squirrel~lamb,1.68,[1.9 2 1 2 1.5]
squirrel~mouse,2.64,[3.8 1 1 3 4.4]
squirrel~muskrat,3.14,[1 4.8 3 4.9 2]
squirrel~opossum,3.5,[4 6.1 1.8 1.9 3.7]
squirrel~possum,4.46,[4.5 5 4.1 2.9 5.8]
squirrel~rhinoceros,1.66,[1.2 2.8 1 1 2.3]
squirrel~rodent,5.76,[3.3 7 7 7 4.5]
squirrel~sheep,1.88,[4.5 1 1.5 1.4 1]
squirrel~snake,1.46,[1.4 1 2.4 1 1.5]
squirrel~tiger,1.56,[2 1 1 1.8 2]
squirrel~turkey,1.34,[1.4 2.3 1 1 1]
squirrel~wolf,1.4,[2.3 1 1 1.4 1.3]
squirrel~wolverine,2.9,[4.2 3.5 3.5 1 2.3]
squirrel~zebra,1.56,[1.4 2.1 1 1 2.3]
st_bernard~spaniel,5.5,[4 5 6.8 6.3 5.4]
stallion~flatworm,1.54,[1 3.7 1 1 1]
star_fish~octopus,1.58,[1 1.3 2.6 1 2]
starfish~dolphin,1.82,[1 2.5 2.7 1 1.9]
starfish~goose,1.36,[1.4 1.9 1 1 1.5]
starfish~octopus,3.82,[1.5 6 5.2 5 1.4]
starfish~seal,1.92,[1 2 1 4.1 1.5]
starfish~wolf,1.24,[2.2 1 1 1 1]
starling~sparrow,5.22,[6.7 5.4 5.1 7 1.9]
stegosaurus~tyrannosaurus_rex,5.42,[4 6 4.8 6 6.3]
stingray~coral,1.88,[2.4 1.7 1.5 1 2.8]
stingray~eagle,1.24,[1 2.2 1 1 1]
stingray~mouse,1.38,[1 2.9 1 1 1]
stingray~whale,3.72,[4.1 2.1 2.8 4.1 5.5]
stingray~white_shark,3.46,[4.4 1 5.1 2.7 4.1]
stork~chipmunk,1.68,[1.7 1.4 1.9 1.4 2]
stork~seagull,5.52,[6.1 6.5 4 5.6 5.4]
sturgeon~tuna,5.6,[6 3.3 6.5 7 5.2]
sturgeon~wildebeest,1.06,[1 1 1.3 1 1]
swallow~chicken,5.2,[5.5 5.3 5.8 4.5 4.9]
swallow~eagle,4.94,[5.6 5.9 4 3.1 6.1]
swallow~stork,3,[5.3 3.7 2 1.8 2.2]
swan~bee,1.26,[1 2.3 1 1 1]
swan~bison,1.08,[1.2 1 1 1 1.2]
swan~dog,1.1,[1 1.3 1 1.2 1]
swan~ferret,1.84,[1.7 1.7 2.5 1 2.3]
swan~goose,5.92,[6.6 6 6.6 6 4.4]
swan~hamster,1.58,[1 2 1 2.9 1]
swan~spider,1.52,[1 1 3.6 1 1]
tarantula~black_widow,5.94,[6.8 6.5 5 6.7 4.7]
tarantula~monkey,1.08,[1 1.2 1 1 1.2]
tarantula~penguin,1.1,[1.2 1.3 1 1 1]
tarantula~spider,6.6,[6 7 7 7 6]
tasmanian_devil~squirrel,3.26,[1.8 5 3.4 5.1 1]
teddy_bear~cat,1.4,[1 1 1 1 3]
termite~grasshopper,4.18,[1.9 5.4 5 5.6 3]
terrier~eagle,1.14,[1 1 1 1.7 1]
tiger_shark~bull_shark,6.02,[5.1 5.9 7 7 5.1]
tiger_shark~octopus,3.58,[2.2 3.5 3 5.4 3.8]
tiger~baboon,2.18,[5 1 2.6 1.3 1]
tiger~bear,1.78,[1.5 2.4 1.9 1.6 1.5]
tiger~beaver,1.48,[2.1 1 1 1 2.3]
tiger~bird,1.06,[1 1 1.3 1 1]
tiger~bison,2.38,[1.5 2.1 3.6 1.9 2.8]
tiger~black_bear,3.32,[5.5 1 3.6 1.9 4.6]
tiger~camel,2.58,[1.3 2.7 2.8 3.3 2.8]
tiger~cat,5.16,[4.9 6.2 5.3 4.3 5.1]
tiger~cheetah,5.64,[5.5 7 5.5 4.1 6.1]
tiger~chimpanzee,1.72,[1 2.3 1.8 2.4 1.1]
tiger~cougar,5.48,[6.9 1.9 6.1 6.3 6.2]
tiger~coyote,1.96,[3.2 2.6 2 1 1]
tiger~crocodile,1.04,[1.2 1 1 1 1]
tiger~deer,2.04,[1 2.3 1.5 1 4.4]
tiger~dinosaur,1.22,[1 1 1 1 2.1]
tiger~dog,2.2,[1 3.1 4.1 1 1.8]
tiger~duck,1.22,[1.4 1.1 1 1 1.6]
tiger~eagle,1.34,[1 1.8 1 1 1.9]
tiger~elephant,1.5,[1 1.7 1.5 1 2.3]
tiger~emu,1.42,[1.8 1.3 1 1 2]
tiger~fish,1.18,[1.5 1 1.4 1 1]
tiger~fox,2.8,[3.4 2.6 5.1 1.4 1.5]
tiger~frog,1.3,[1.5 1 1.1 1 1.9]
tiger~gazelle,3.64,[3 4.3 2.9 3.3 4.7]
tiger~goat,2.72,[2.3 2.3 2 6 1]
tiger~hen,1.54,[1.7 2.3 1 1 1.7]
tiger~hippopotamus,1.94,[1 2.9 3.5 1.3 1]
tiger~horse,1.62,[1.7 2 1 2.4 1]
tiger~hyena,3.42,[1.7 6.8 5.7 1 1.9]
tiger~jackal,3.86,[3.6 5.4 3.2 1 6.1]
tiger~kangaroo,1.52,[2.1 1.6 1.9 1 1]
tiger~leopard,4.98,[6.3 5.6 5 7 1]
tiger~llama,1.86,[1 1 1 3.6 2.7]
tiger~manatee,1.1,[1 1.5 1 1 1]
tiger~mongoose,2.06,[1.6 1 3.2 1.4 3.1]
tiger~monkey,1.48,[1.8 1.6 2 1 1]
tiger~moose,1.76,[1 1.8 1.8 1.9 2.3]
tiger~mouse,1.52,[1.4 3.2 1 1 1]
tiger~mule,1.54,[2.1 1 2.6 1 1]
tiger~opossum,1.44,[1 2.3 1 1.5 1.4]
tiger~panther,5.58,[2.6 5.8 6.6 7 5.9]
tiger~penguin,1.14,[1 1 1 1 1.7]
tiger~sheep,2.82,[1.5 2.7 3 4.7 2.2]
tiger~skunk,2.3,[2.6 3.3 1 3.1 1.5]
tiger~snake,1.24,[1.1 1.7 1.4 1 1]
tiger~spider_monkey,1.34,[1.8 1 1.5 1 1.4]
tiger~viper,1.08,[1 1.4 1 1 1]
toad~cougar,1.26,[1 1.1 2.2 1 1]
toad~deer,1.46,[1.9 2 1.3 1.1 1]
toad~lizard,2.16,[3 1 2 1 3.8]
toad~rabbit,1.32,[1 1 1.9 1 1.7]
toad~tiger,1.06,[1 1 1 1 1.3]
tortoise~box_turtle,5.66,[3 6 6.4 6.1 6.8]
tortoise~hermit_crab,2.8,[4.6 2 1 5.4 1]
tortoise~penguin,1.88,[1.1 2.9 1 1 3.4]
tortoise~turkey,1.24,[1.9 1.3 1 1 1]
tortoise~whale,2.34,[2 1.7 5.1 1 1.9]
toucan~reindeer,1.44,[1.1 2.1 1 1.3 1.7]
triceratops~pterodactyl,3.94,[6.9 1 3.1 5.8 2.9]
trout~bird,1.04,[1 1 1.2 1 1]
trout~flounder,5.64,[6.5 5.3 6.8 7 2.6]
trout~octopus,1.94,[4.8 1.4 1.5 1 1]
trout~salmon,5.92,[5.9 6.1 5.6 7 5]
trout~stingray,2.48,[1 2.4 2.7 3.4 2.9]
trout~tuna,6.28,[6.1 5.8 6 7 6.5]
turkey_buzzard~eagle,3.8,[5.7 4.7 4.2 2.5 1.9]
turkey~chicken,5.98,[5 6.8 5 7 6.1]
turkey~crane,2.4,[2 2 1.9 4.6 1.5]
turkey~gnat,1.78,[1 1 4.9 1 1]
turkey~horse,1.52,[1 1 1 1 3.6]
turkey~mule,1.56,[2.9 1 1.9 1 1]
turkey~owl,4.18,[1.1 4.1 5.8 5.4 4.5]
turkey~pig,1.18,[1 1 1 1.9 1]
turkey~puppy,1.2,[2 1 1 1 1]
turkey~seagull,3.68,[1.3 4.7 5 4.6 2.8]
turkey~sloth,1.12,[1 1 1 1 1.6]
turkey~sparrow,3.48,[2.8 1 4.4 6.2 3]
turkey~squid,1.12,[1.1 1 1.5 1 1]
turtle~ape,1.28,[1.2 1.2 1 1.8 1.2]
turtle~armadillo,3.94,[5 5.8 5 2.7 1.2]
turtle~bass,2.3,[1.6 1.9 2.8 1.5 3.7]
turtle~bee,1.2,[1 1.1 1.4 1.1 1.4]
turtle~bird,1.56,[1 1 1 1 3.8]
turtle~chameleon,1.82,[4.4 1.5 1 1.1 1.1]
turtle~cow,1.14,[1 1.2 1.5 1 1]
turtle~coyote,1.56,[1 3.4 1.4 1 1]
turtle~dinosaur,1.82,[1.8 1 3.4 1 1.9]
turtle~dog,1.2,[1.7 1.3 1 1 1]
turtle~fish,2.24,[1.4 3 1.7 1 4.1]
turtle~hamster,1.38,[1.1 2.5 1 1 1.3]
turtle~horse,1.12,[1.4 1 1.2 1 1]
turtle~kangaroo,1.02,[1 1 1 1 1.1]
turtle~mongoose,1.98,[1 1 1 5.9 1]
turtle~octopus,2.34,[2.9 2.2 3 1.9 1.7]
turtle~porcupine,1.98,[4.8 1 1.2 1 1.9]
turtle~rabbit,1.2,[1 1.7 1.3 1 1]
turtle~raccoon,1.56,[1.7 3.1 1 1 1]
turtle~rooster,1.88,[1.4 1 1 1.5 4.5]
turtle~sea_turtle,6.72,[6.8 6.7 7 6.4 6.7]
turtle~sheep,1.36,[1 1 1 1 2.8]
turtle~starfish,2,[1.9 1 2.9 1 3.2]
turtle~tortoise,6.42,[7 7 6.5 5.3 6.3]
tyrannosaurus_rex~cat,1,[1 1 1 1 1]
tyrannosaurus_rex~dinosaur,6.4,[7 4 7 7 7]
tyrannosaurus_rex~dog,1.14,[1.7 1 1 1 1]
tyrannosaurus_rex~fox,1,[1 1 1 1 1]
tyrannosaurus_rex~mouse,1,[1 1 1 1 1]
tyrannosaurus_rex~turtle,1.78,[2.1 2.3 2.4 1 1.1]
unicorn~pig,1,[1 1 1 1 1]
velociraptor~snake,1.86,[4.5 1 1 1.2 1.6]
viper~eel,3.54,[5.8 3.9 1.2 4.1 2.7]
viper~python,5.26,[5.8 5.3 7 4.9 3.3]
viper~turtle,2.04,[2.5 1 1 2.1 3.6]
vulture~groundhog,1.06,[1 1 1.3 1 1]
vulture~koala,1,[1 1 1 1 1]
vulture~orca,1.02,[1 1.1 1 1 1]
wallaby~rat,3.54,[2.4 5.8 4.2 2.4 2.9]
walrus~dolphin,3.24,[2.6 2.4 5 2 4.2]
walrus~hippopotamus,3.46,[3 5.3 1.7 2.2 5.1]
walrus~lion,1.52,[1 2.3 1 1.9 1.4]
walrus~lizard,1.72,[1.5 1 1 3.2 1.9]
walrus~moose,1.44,[1 1 2.3 1 1.9]
walrus~penguin,1.72,[1 1 1 2.1 3.5]
walrus~polar_bear,1.2,[1 1 2 1 1]
walrus~rhinoceros,1.96,[3.1 1 1.4 1.3 3]
walrus~seal,5.74,[5.3 6 6 6 5.4]
walrus~turtle,2.04,[1.6 3.1 1.5 1 3]
walrus~whale,3.3,[5.1 1 3 5.6 1.8]
warthog~zebra,1.36,[1 2.3 1 1 1.5]
wasp~bee,6.36,[7 7 5.9 5.3 6.6]
wasp~hornet,5.94,[5.9 3.5 7 6.3 7]
wasp~mosquito,4.3,[5.3 6.1 4.8 2.7 2.6]
wasp~turtle,1.16,[1 1.7 1.1 1 1]
water_buffalo~dolphin,2.96,[5 1.1 5 1 2.7]
water_moccasin~mouse,1.06,[1.3 1 1 1 1]
weasel~chipmunk,3.46,[1.8 6.6 5.6 1.9 1.4]
weasel~dog,3.62,[3.5 5 2.2 1 6.4]
weasel~elephant,1.42,[2.1 1.9 1 1 1.1]
weasel~hamster,3.46,[5.1 4.3 3 3 1.9]
weasel~monkey,2.48,[4.5 1 3.7 1 2.2]
weasel~mouse,4.64,[6.7 5.7 4.1 5.7 1]
weasel~otter,4.14,[5.4 6.1 1.2 4.9 3.1]
weasel~owl,1.84,[1.4 1.5 2.8 1 2.5]
weasel~panther,2.44,[1.4 2.1 1.2 5.5 2]
weasel~parrot,1.46,[1.4 1 2.5 1 1.4]
weasel~turtle,1,[1 1 1 1 1]
weasel~wolf,2.1,[5 1 1 1.5 2]
whale~chicken,1.2,[1.8 1 1.2 1 1]
whale~coyote,1.38,[1.9 1 1 1.6 1.4]
whale~crab,1.56,[1 3.3 1 1.5 1]
whale~dog,2.08,[1 2.6 1 4.8 1]
whale~dolphin,4.52,[2.7 5.5 2.5 6 5.9]
whale~ferret,1.26,[1.4 1.3 1 1.6 1]
whale~hamster,1.14,[1.7 1 1 1 1]
whale~hyena,1.18,[1.1 1 1 1 1.8]
whale~jellyfish,2.2,[1.3 2.9 4.5 1 1.3]
whale~lizard,1.22,[1.6 1.5 1 1 1]
whale~mammal,6.8,[6.2 7 7 6.9 6.9]
whale~monkey,2.16,[1.2 1 5.4 1 2.2]
whale~mouse,1.06,[1 1 1.3 1 1]
whale~porpoise,1.94,[2 1 2 3.7 1]
whale~salmon,2.2,[1.8 1 1.3 5 1.9]
whale~snake,1.56,[1.8 1.6 2.4 1 1]
white_rhinoceros~hippopotamus,3.58,[1.8 4.8 5.1 2 4.2]
white_shark~bull_shark,5.92,[7 7 4.1 5.6 5.9]
white_shark~dolphin,4.94,[3.6 5.5 4.9 5.6 5.1]
wild_boar~bison,2.92,[4.3 2 2.5 4.8 1]
wild_dog~wildebeest,4.36,[5.9 5.3 4.6 3.4 2.6]
wildcat~beaver,3.2,[3.1 6.6 3.7 1 1.6]
wildcat~donkey,1.64,[2.8 1 1 1.4 2]
wildcat~lion,6.02,[7 5.9 5 6.1 6.1]
wildcat~lynx,6.22,[6.6 5.4 5.9 7 6.2]
wildebeest~anteater,1.84,[3.2 1 1.7 2.3 1]
wildebeest~lion,2.24,[2.5 2 4 1.7 1]
wolf~antelope,1.3,[1.7 1.8 1 1 1]
wolf~badger,1.48,[1 1 2.1 1.4 1.9]
wolf~beaver,2.88,[4.1 3.2 2.2 3.5 1.4]
wolf~cougar,3.14,[3.6 4.5 4.2 1 2.4]
wolf~coyote,5.34,[1.9 7 5.5 6.3 6]
wolf~deer,2.32,[2 1 2 3.3 3.3]
wolf~dog,5.58,[2.8 6.8 7 6.8 4.5]
wolf~fish,1.14,[1.7 1 1 1 1]
wolf~giraffe,1.34,[1.7 1 1 1 2]
wolf~goose,1.78,[1 1.2 1 4.7 1]
wolf~lion,2.66,[1 4 1 2 5.3]
wolf~lizard,1.18,[1 1.5 1.4 1 1]
wolf~lynx,3.76,[4.8 4.6 5 2.2 2.2]
wolf~parakeet,1.22,[1 1.9 1.2 1 1]
wolf~pigeon,1,[1 1 1 1 1]
wolf~reindeer,2.4,[1.9 1 4.8 1 3.3]
wolf~snail,1.22,[1.9 1 1 1 1.2]
wolf~tiger,2.32,[1 2.9 1.7 1.6 4.4]
wolf~vulture,1.12,[1.4 1.2 1 1 1]
wolf~wild_dog,6,[6.1 6.2 6.1 6 5.6]
wolf~zebra,1.6,[2 2 1 1 2]
wolverine~badger,4.02,[2.8 2 4.8 4.9 5.6]
wolverine~bear,3.36,[2.5 5.7 5.2 1.6 1.8]
wolverine~giraffe,1.44,[1 2.3 1.1 1 1.8]
wombat~kangaroo,3.28,[1 5.6 2.2 2.2 5.4]
woodchuck~raccoon,2.98,[3.8 1 4.7 2.4 3]
woodpecker~canary,4.8,[5.2 1.9 5 5.3 6.6]
woodpecker~panda,1.08,[1 1 1 1 1.4]
woodpecker~sturgeon,1.22,[2.1 1 1 1 1]
wooly_mammoth~saber_tooth_tiger,1.84,[1.1 1 1.9 4.2 1]
worm~bird,1.24,[1 1 1 1 2.2]
worm~caterpillar,6.04,[4.8 6.7 6 6.1 6.6]
worm~horse,1.54,[1 3.7 1 1 1]
worm~mole,2.16,[1 3.4 3.2 2.2 1]
worm~moth,1.88,[1.7 1 1 4 1.7]
worm~ostrich,1,[1 1 1 1 1]
worm~robin,1.88,[1.6 1 1 1 4.8]
worm~slug,5.7,[5.1 6.4 6.3 5.2 5.5]
worm~snail,4.2,[4.7 5.3 1 3 7]
worm~squirrel,1.08,[1 1 1.3 1 1.1]
worm~wallaby,1.28,[1 1 1 1 2.4]
yak~bear,1.78,[1 1.7 1.5 1 3.7]
yak~dog,1.42,[1.8 1 2.3 1 1]
yak~musk_ox,5.04,[5.6 3.8 3 6.6 6.2]
yak~polar_bear,2.24,[1.9 4.5 1.4 2.4 1]
yak~rat,1.46,[2.6 1 1.3 1 1.4]
yorkie~dinosaur,1.16,[1.2 1 1 1.6 1]
zebra~armadillo,1.52,[1 2 1 1 2.6]
zebra~baboon,1.28,[1 1.5 1.4 1.5 1]
zebra~bat,1.32,[2 1 1.3 1 1.3]
zebra~bear,1.24,[1.5 1.4 1 1.3 1]
zebra~beaver,1.08,[1 1 1 1 1.4]
zebra~cat,1.26,[1.6 1.5 1.2 1 1]
zebra~cobra,1.5,[2.4 1.1 1 1 2]
zebra~coyote,1.92,[2.1 2 2.7 1 1.8]
zebra~deer,3.18,[2.3 3 3 6 1.6]
zebra~duck,1.12,[1 1 1 1.1 1.5]
zebra~frog,1.32,[1.4 1 1 1 2.2]
zebra~gerbil,1.7,[3.2 1.4 1.5 1 1.4]
zebra~goat,2.04,[1 5.3 1 1.9 1]
zebra~goose,1.14,[1 1 1 1.5 1.2]
zebra~gorilla,1.88,[1 3 2.5 1.4 1.5]
zebra~grizzly_bear,2.4,[1.6 1 3 1.7 4.7]
zebra~hamster,1.26,[1.5 1.5 1 1 1.3]
zebra~hippopotamus,2.42,[4.4 1.2 1.8 3.3 1.4]
zebra~laughing_hyena,3,[1 5.7 3.2 3.4 1.7]
zebra~lion,2.84,[3.1 4.5 3.3 1 2.3]
zebra~octopus,1,[1 1 1 1 1]
zebra~orangutan,1.2,[1 1 2 1 1]
zebra~parrot,1.58,[2.2 1 2.5 1.2 1]
zebra~penguin,1.06,[1 1 1 1 1.3]
zebra~rabbit,1.8,[1 2.6 1.8 2.4 1.2]
zebra~rhinoceros,2.38,[2.5 3.5 1 2.5 2.4]
zebra~seal,1.04,[1.2 1 1 1 1]
zebra~snake,1.88,[1.1 1 1 1.5 4.8]
zebra~tiger,2.72,[1 4.7 1.3 3 3.6]
zebra~turtle,1.12,[1 1.1 1.5 1 1]
zebra~water_buffalo,3.26,[1.4 5.9 2.7 5.3 1]
zebra~white_rhinoceros,1,[1 1 1 1 1]
aardvark~anteater,6.217,[6.5 7 4.3 6.5 7 6]
aardvark~camel,1.817,[1.8 1 3.6 1.2 2.3 1]
alligator~goat,2.817,[1 1 1.7 5.4 6.1 1.7]
alligator~lizard,4.567,[4.9 6 2.4 4.8 4.3 5]
alpaca~elephant,2.7,[2.8 2.8 5.2 1.1 3.3 1]
alpaca~kangaroo,2.333,[1.9 1 4.5 1 4.6 1]
angel_fish~antelope,1.333,[1.6 1 1 1 1 2.4]
ant~mosquito,2.55,[2.2 1 5.5 1.1 4.5 1]
antelope~bear,2.617,[1 1 1.5 5.6 3.8 2.8]
antelope~fox,1.933,[1.3 2 1.7 2.9 2.7 1]
ape~giraffe,1.367,[1.8 1 1.7 1.5 1 1.2]
ape~tiger,1.533,[3 1 1.6 1.1 1 1.5]
armadillo~penguin,2.183,[1 1 1.6 5.1 2.8 1.6]
baboon~cat,2.783,[1 1 3.1 4.8 3.4 3.4]
baboon~dog,2.85,[4.3 2 5.2 3.3 1.3 1]
baboon~lemur,3.733,[3.6 4.7 2.2 4.9 3.6 3.4]
baboon~skunk,1.767,[1.6 1 4.6 1.2 1.2 1]
bat~mole,2.25,[2.5 2.6 2.9 3.5 1 1]
bear~crocodile,1.6,[1.7 2.7 2.2 1 1 1]
bear~gazelle,3.317,[3.7 3.9 5.3 4.1 1.9 1]
bear~kitty_cat,1.667,[3.7 1 1.2 1.3 1 1.8]
beaver~horse,1.367,[2.5 1 1.2 1 1 1.5]
bird~camel,1.017,[1 1.1 1 1 1 1]
bird~canary,6.433,[7 5.1 7 7 5.5 7]
bird~raccoon,1.15,[1 1.8 1 1 1.1 1]
bird~walrus,1.433,[1 1 2.4 1.1 2.1 1]
bird~wolf,1.567,[1.5 2.3 2.2 1 1.4 1]
bison~camel,2.55,[2.5 3.7 5.9 1 1.2 1]
black_bear~raccoon,1.7,[1.7 2 2.3 1 2.2 1]
bobcat~giraffe,1.4,[2.1 1 1 1 1 2.3]
bobcat~grizzly_bear,1.567,[2.1 1 2.6 1.1 1 1.6]
buffalo~panda,1.583,[3.1 1.8 1.2 1 1 1.4]
butterfly~ant,2.583,[1.3 1 1.4 4.8 3.3 3.7]
butterfly~lion,1.1,[1 1 1.6 1 1 1]
camel~deer,2.1,[1 3.5 3.1 1 1 3]
camel~leopard,2.183,[1.5 1 5.8 1 2.8 1]
camel~oyster,1.033,[1 1.1 1 1 1.1 1]
cane_toad~toad,5.567,[7 6 5 4.8 3.6 7]
cat~camel,2.45,[2.6 3 4.5 1.8 1.8 1]
cat~hyena,3.833,[4.6 4.1 2.3 5 3.3 3.7]
cat~kangaroo,1.25,[1.9 1 1.2 1.1 1 1.3]
cat~panda,2.6,[1.9 4.4 5 1.7 1.6 1]
chickadee~rat,1.45,[1.7 1 1 3 1 1]
chicken~lion,1.317,[2.5 1 1.4 1 1 1]
chicken~rooster,6.817,[6.3 7 7 6.7 6.9 7]
chinchilla~chipmunk,5.233,[4.5 7 4.1 4.7 7 4.1]
chipmunk~possum,2.283,[1 3 4.7 1 1 3]
cobra~eagle,1.033,[1 1.1 1 1 1.1 1]
cougar~antelope,2.467,[1.9 1 6.7 1.1 3.1 1]
cow~buffalo,5.483,[6.5 5 6.3 5 5.1 5]
cow~elephant,1.683,[3 1 2 1.1 1 2]
cow~emu,1.783,[1.8 1 2.8 1.9 2.2 1]
cow~human,1.4,[3.1 1 1.1 1 1 1.2]
cow~tiger,3.117,[4.3 3.2 5.1 3.1 2 1]
cow~wolf,1.667,[1.5 2 1.4 1.9 2.2 1]
coyote~amoeba,2.083,[1 1 1.7 3.2 4.6 1]
coyote~monkey,3.1,[4.3 4 4.2 3.5 1.6 1]
crab~skunk,1.4,[1.5 1 2.8 1 1.1 1]
cricket~spider,3.033,[2.1 5 1.5 1.9 5.8 1.9]
crocodile~boar,1.45,[3.5 1 1.2 1 1 1]
dalmatian~german_shepherd,4.717,[6 4.5 6.8 4.1 1.8 5.1]
deer~badger,2.417,[2 2 4.3 3.1 2.1 1]
deer~turtle,1.317,[2.3 1 1.3 1.3 1 1]
dinosaur~cow,2.067,[1.6 1 1.5 5.9 1.4 1]
dinosaur~triceratops,6.733,[7 6.6 7 7 5.8 7]
dog~beetle,2.417,[1 1 1.9 5.7 3.6 1.3]
dog~bird,2.05,[1 1 1.3 5.6 1.7 1.7]
dolphin~cat,1.8,[1 1 1.7 4 1.9 1.2]
dolphin~seahorse,2.117,[2 1 5 1 2.7 1]
donkey~tiger,1.65,[3.5 1 2 1.1 1 1.3]
duck~gerbil,1.717,[1 1 5 1.1 1.2 1]
duck~lamb,1.333,[1.6 1 1.2 1 1 2.2]
eagle~frog,1.433,[1.5 1.6 2.4 1.1 1 1]
elephant~bee,1.017,[1 1 1 1 1 1.1]
elephant~buck,1.517,[1 1.9 3.2 1 1 1]
elephant~camel,3.233,[4.5 1 5.5 2.9 4.5 1]
elephant~lynx,1.583,[1.4 2 1.4 1.9 1.8 1]
elephant~rhinoceros,2.567,[2.9 2.9 2.5 2.1 3 2]
elephant~zebra,1.55,[1.8 1 2.3 1.1 1 2.1]
elk~walrus,1.433,[2.4 1 1.7 1.2 1 1.3]
emu~llama,3.583,[1.5 2.1 5 1.1 4.8 7]
ferret~hamster,4.45,[3.2 2.8 6.6 5.8 5.3 3]
finch~hummingbird,4.817,[5 5.1 3.7 5.8 4.2 5.1]
fish~horse,1.1,[1.2 1 1 1 1.4 1]
fish~squirrel,1.15,[1 1 1 1 1 1.9]
flamingo~baboon,1.4,[1.3 1.9 1 1 1 2.2]
flounder~cod,5.95,[5.4 6.8 6.8 3.5 6.3 6.9]
fox~cheetah,2.883,[4.3 6.2 1.9 1 1 2.9]
fox~gorilla,1.15,[1 1.8 1 1 1.1 1]
fox~pig,1.4,[1.5 1 1.4 1 1 2.5]
fox~rhinoceros,1.583,[1.7 2 1 1.9 1.9 1]
fox~sheep,2.433,[1.5 1 1.7 3.5 3.4 3.5]
fox~whale,1.95,[1 1 1.3 4.4 2.8 1.2]
frog~crow,1.35,[2.8 1 1.2 1.1 1 1]
gazelle~monkey,2.067,[1.7 1 5.9 1.2 1.6 1]
gazelle~mouse,1.15,[1 1.7 1 1 1.2 1]
gerbil~snake,1.5,[2.8 1 1.5 1.4 1 1.3]
goat~panda,1.7,[2 2 1.7 1.9 1.6 1]
goose~bear,1.8,[1.6 2.6 3.3 1 1.3 1]
goose~hawk,3.3,[3.9 1.8 4.4 4.1 2.6 3]
gopher~mouse,3.75,[3.7 5 2 2 2.8 7]
gorilla~hippopotamus,1.567,[2.5 1 2.3 1.3 1 1.3]
gorilla~monkey,5.033,[6.7 1 6.2 7 4.2 5.1]
guinea_pig~deer,1.683,[3.4 1 1.4 1.4 1 1.9]
guinea_pig~guinea_worm,1.55,[1 2.6 1.3 1 2.3 1.1]
guinea_pig~pig,3.583,[4.3 1 5.3 6.7 3.2 1]
hammerhead_shark~great_white_shark,6,[6.8 6.1 5.4 7 4.8 5.9]
hamster~pig,2.917,[2.9 1 5.2 5.1 2.3 1]
hedgehog~bear,2.083,[3.1 4.1 1.4 1.4 1 1.5]
hedgehog~ostrich,1.35,[1 1 2.4 1.1 1.6 1]
hermit_crab~frog,2.05,[2 1 3.5 2.2 2.6 1]
hippopotamus~chipmunk,1.683,[1.1 1 1.1 1 1 4.9]
hippopotamus~jackal,1.783,[2.6 1 3.5 1.2 1 1.4]
hippopotamus~koala,2.483,[1 1 2.6 3.8 3.5 3]
hippopotamus~llama,1.833,[2.8 1 2.6 1.4 1 2.2]
hippopotamus~rattlesnake,1.317,[1.7 1 1 1 1 2.2]
horse~eagle,1.3,[2.4 1 1.3 1.1 1 1]
horse~giraffe,2.25,[1.8 1 2.2 1.2 5 2.3]
horse~pig,1.4,[1.5 2 1.3 1 1.6 1]
human~lizard,1.267,[1 1 2.6 1 1 1]
hummingbird~mockingbird,5.867,[6 5.6 6.2 6.1 5.8 5.5]
hyena~gopher,1.183,[1 2 1 1 1.1 1]
hyena~koala,2.483,[3.5 1 3.9 1 1 4.5]
jack_ass~donkey,6.783,[7 7 7 7 7 5.7]
jellyfish~toad,1.667,[1.2 1 1 1.9 3.9 1]
kangaroo~walrus,1.25,[1.4 1.5 1.3 1 1.3 1]
kitten~dog,2.583,[1.3 1 2.1 4.9 2.6 3.6]
kiwi~aardvark,1.483,[1.3 1 1 2 1 2.6]
koala~bat,1.417,[1.5 1.5 1 1 2.5 1]
